Project_ID,Project_Name,Region,Project_Type,Start_Date,Expected_End_Date,Actual_End_Date,Total_Budget,Spent_Budget,Main_Contractor,Project_Manager,Current_Status,Total_Workers,Safety_Incidents,Material_Cost,Labor_Cost,Equipment_Cost,Risk_Level,Is_Green_Building,Client_Name
PRJ-0372,Dự án Thương mại 372,Miền Trung,Thương mại,7/12/2023,4/17/2024,4/9/2024,1098.57,1098.57,Conteccons,Lê Văn C,Completed,541,4,465.57,308.36,129.85,Low,TRUE,Novaland
PRJ-0373,Dự án Công nghiệp 373,Miền Trung,Công nghiệp,9/6/2021,8/15/2022,8/5/2022,396.76,396.76,Hòa Bình,Lê Văn C,Completed,1029,4,184.72,92.47,47.3,Medium,TRUE,Phát Đạt
PRJ-0374,Dự án Thương mại 374,Miền Trung,Thương mại,5/29/2024,7/10/2026,,865.08,651.82,Fecon,Hoàng Thị E,Suspended,8,0,285.11,192.49,71.71,Low,FALSE,SunGroup
PRJ-0375,Dự án Dân dụng 375,Miền Bắc,Dân dụng,1/14/2023,9/7/2024,9/26/2024,1064.75,1064.75,Hòa Bình,Trần Thị B,Completed,664,0,522.17,216.6,109.22,High,FALSE,SunGroup
PRJ-0376,Dự án Công nghiệp 376,Miền Nam,Công nghiệp,7/28/2021,11/30/2023,,414.82,334.7,Fecon,Trần Thị B,Suspended,20,5,165.92,74.41,39.45,Medium,FALSE,SunGroup
PRJ-0377,Dự án Hạ tầng 377,Miền Nam,Hạ tầng,1/2/2023,10/29/2023,,221.77,120.01,Hòa Bình,Vũ Văn F,In Progress,1378,2,50.02,31.23,16.55,Medium,FALSE,Nhà nước
PRJ-0378,Dự án Thương mại 378,Miền Trung,Thương mại,11/16/2022,5/8/2024,4/16/2024,63.74,63.74,Fecon,Nguyễn Văn A,Completed,837,0,26.97,13.69,9.24,Low,FALSE,Novaland
PRJ-0379,Dự án Hạ tầng 379,Miền Nam,Hạ tầng,1/23/2023,1/19/2025,,188.57,113.14,Hòa Bình,Nguyễn Văn A,In Progress,595,4,50.86,23.18,13.75,Medium,TRUE,VinGroup
PRJ-0380,Dự án Hạ tầng 380,Miền Nam,Hạ tầng,10/13/2020,3/1/2023,3/3/2023,1256.92,1256.92,Hòa Bình,Lê Văn C,Completed,818,3,556.35,260.88,156.1,High,FALSE,Phát Đạt
PRJ-0381,Dự án Công nghiệp 381,Miền Nam,Công nghiệp,1/1/2022,10/26/2022,,1309.91,58.98,Fecon,Hoàng Thị E,Planning,7,0,26.01,16.24,7.25,Medium,FALSE,Nhà nước
PRJ-0382,Dự án Dân dụng 382,Miền Bắc,Dân dụng,7/1/2020,4/8/2022,,1097.03,799.58,Vinaconex,Lê Văn C,Suspended,1,0,322.97,227.17,101.23,Medium,TRUE,Novaland
PRJ-0383,Dự án Thương mại 383,Miền Nam,Thương mại,10/11/2019,3/30/2021,,812.39,37.98,Ricons,Lê Văn C,Planning,18,0,16.27,8.73,5.33,Low,TRUE,SunGroup
PRJ-0384,Dự án Thương mại 384,Miền Nam,Thương mại,5/3/2019,1/14/2020,4/9/2020,1089.29,1089.29,Fecon,Nguyễn Văn A,Completed,1884,4,494.19,293.9,131.58,High,FALSE,BIM Group
PRJ-0385,Dự án Công nghiệp 385,Miền Nam,Công nghiệp,2/29/2020,10/1/2022,,51.72,1.59,Fecon,Vũ Văn F,Planning,5,0,0.67,0.43,0.2,Medium,TRUE,Phát Đạt
PRJ-0386,Dự án Thương mại 386,Miền Trung,Thương mại,7/24/2023,1/24/2024,,137.51,110.61,Coteccons,Vũ Văn F,Suspended,11,2,55.28,32.21,15.37,High,TRUE,Nhà nước
PRJ-0387,Dự án Dân dụng 387,Miền Trung,Dân dụng,6/18/2021,7/31/2022,,115.35,14.01,Vinaconex,Vũ Văn F,Suspended,5,5,6.29,3.08,1.64,Medium,TRUE,Nhà nước
PRJ-0388,Dự án Hạ tầng 388,Miền Nam,Hạ tầng,7/23/2020,3/23/2022,,140.33,5.78,Delta,Vũ Văn F,Planning,15,0,2.73,1.6,0.59,Medium,TRUE,Phát Đạt
PRJ-0389,Dự án Công nghiệp 389,Miền Trung,Công nghiệp,6/14/2022,8/27/2024,,53.35,33,Vinaconex,Hoàng Thị E,Suspended,8,0,15.21,7.98,4.04,Medium,TRUE,Phát Đạt
PRJ-0390,Dự án Công nghiệp 390,Miền Trung,Công nghiệp,7/11/2018,12/20/2020,,293.95,192.28,Fecon,Trần Thị B,Suspended,3,2,89.3,53.54,21.18,High,TRUE,Novaland
PRJ-0391,Dự án Dân dụng 391,Miền Nam,Dân dụng,1/26/2020,12/16/2020,,443.49,56.79,Coteccons,Trần Thị B,In Progress,987,1,22.72,16.16,7.5,Low,TRUE,Nhà nước
PRJ-0392,Dự án Hạ tầng 392,Miền Bắc,Hạ tầng,10/11/2020,1/22/2023,,1243.67,499.75,Fecon,Hoàng Thị E,In Progress,1960,4,219.78,144.4,63.53,Medium,FALSE,BIM Group
PRJ-0393,Dự án Hạ tầng 393,Miền Nam,Hạ tầng,5/22/2021,4/25/2022,,417.01,11.26,Coteccons,Vũ Văn F,Planning,2,0,4.9,3.32,1.53,High,TRUE,Masterise
PRJ-0394,Dự án Thương mại 394,Miền Trung,Thương mại,12/7/2018,3/23/2020,,985.19,516.88,Coteccons,Vũ Văn F,In Progress,841,0,246.81,117.84,52.11,Low,TRUE,VinGroup
PRJ-0395,Dự án Hạ tầng 395,Miền Bắc,Hạ tầng,2/10/2021,9/1/2023,,747.02,387.94,Coteccons,Phạm Văn D,Suspended,17,1,171.69,95.87,41.23,Medium,FALSE,Nhà nước
PRJ-0396,Dự án Thương mại 396,Miền Nam,Thương mại,7/19/2022,6/3/2023,,448.22,174.2,Delta,Trần Thị B,Suspended,1,4,87.04,45.51,19.97,Low,TRUE,Nhà nước
PRJ-0397,Dự án Công nghiệp 397,Miền Trung,Công nghiệp,5/12/2023,7/8/2025,9/8/2025,1217.47,1217.47,Hòa Bình,Lê Văn C,Completed,1067,3,564.3,294.77,169.28,Low,TRUE,Masterise
PRJ-0398,Dự án Thương mại 398,Miền Nam,Thương mại,12/25/2022,3/29/2025,,1103.28,925.44,Ricons,Hoàng Thị E,In Progress,1235,5,459.3,259.57,138.05,High,FALSE,BIM Group
PRJ-0399,Dự án Công nghiệp 399,Miền Nam,Công nghiệp,5/22/2020,6/1/2022,,970.48,9.92,Fecon,Vũ Văn F,Planning,7,0,4.86,2.82,1.23,Medium,FALSE,Novaland
PRJ-0400,Dự án Công nghiệp 400,Miền Nam,Công nghiệp,1/27/2018,9/16/2019,,1077.29,33.56,Conteccons,Lê Văn C,Planning,5,0,14.41,7.64,4.64,Low,FALSE,SunGroup
PRJ-0401,Dự án Hạ tầng 401,Miền Trung,Hạ tầng,11/11/2022,7/29/2024,,1227.94,49.5,Vinaconex,Vũ Văn F,Planning,0,0,23.32,13.93,7.33,Medium,FALSE,SunGroup
PRJ-0402,Dự án Công nghiệp 402,Miền Trung,Công nghiệp,8/4/2023,7/30/2024,,1363.07,223.5,Coteccons,Hoàng Thị E,In Progress,1796,0,96.95,66.34,31.4,High,FALSE,SunGroup
PRJ-0403,Dự án Thương mại 403,Miền Trung,Thương mại,10/12/2020,8/5/2022,9/30/2022,186.26,186.26,Ricons,Phạm Văn D,Completed,330,1,79.33,47.45,22.24,Low,FALSE,Đất Xanh
PRJ-0404,Dự án Hạ tầng 404,Miền Bắc,Hạ tầng,6/21/2020,10/2/2021,,172.27,38.21,Hòa Bình,Trần Thị B,In Progress,1269,0,18.65,9.46,5.19,Medium,TRUE,VinGroup
PRJ-0405,Dự án Hạ tầng 405,Miền Nam,Hạ tầng,3/12/2023,10/17/2025,,289.41,10.28,Delta,Phạm Văn D,Planning,5,0,4.84,2.39,1.42,Medium,TRUE,BIM Group
PRJ-0406,Dự án Công nghiệp 406,Miền Bắc,Công nghiệp,6/2/2023,1/4/2024,,815.65,594.49,Coteccons,Nguyễn Văn A,Suspended,18,2,270.98,141.75,75.19,High,TRUE,VinGroup
PRJ-0407,Dự án Dân dụng 407,Miền Nam,Dân dụng,9/2/2019,7/4/2021,,95.1,74.89,Ricons,Vũ Văn F,In Progress,222,2,34.93,15.41,10.25,High,FALSE,Phát Đạt
PRJ-0408,Dự án Công nghiệp 408,Miền Trung,Công nghiệp,11/3/2020,5/7/2023,,1330.57,64.34,Ricons,Hoàng Thị E,Planning,16,0,26.4,16.69,9.15,Medium,TRUE,Novaland
PRJ-0409,Dự án Công nghiệp 409,Miền Trung,Công nghiệp,6/11/2020,5/14/2022,6/3/2022,1096.56,1096.56,Ricons,Phạm Văn D,Completed,506,5,439.96,250.33,156.68,Medium,FALSE,Nhà nước
PRJ-0410,Dự án Hạ tầng 410,Miền Bắc,Hạ tầng,3/16/2019,9/29/2020,,1439.77,25.36,Fecon,Lê Văn C,Planning,9,0,11.34,6.87,2.89,Medium,TRUE,SunGroup
PRJ-0411,Dự án Thương mại 411,Miền Bắc,Thương mại,10/26/2022,11/14/2024,,860.98,343.48,Coteccons,Nguyễn Văn A,Suspended,7,5,138.75,77.88,43.39,High,TRUE,Phát Đạt
PRJ-0412,Dự án Công nghiệp 412,Miền Nam,Công nghiệp,8/18/2020,11/12/2021,1/15/2022,762.85,762.85,Coteccons,Lê Văn C,Completed,1503,2,373.88,215.6,78.5,Low,TRUE,Masterise
PRJ-0413,Dự án Dân dụng 413,Miền Nam,Dân dụng,4/23/2018,9/8/2019,11/17/2019,973.19,973.19,Coteccons,Phạm Văn D,Completed,420,1,461.72,204.72,99.29,Low,TRUE,Đất Xanh
PRJ-0414,Dự án Hạ tầng 414,Miền Bắc,Hạ tầng,9/16/2020,4/24/2023,,603.29,220.99,Delta,Nguyễn Văn A,In Progress,360,0,102.78,60.61,31.88,Low,FALSE,SunGroup
PRJ-0415,Dự án Hạ tầng 415,Miền Trung,Hạ tầng,10/1/2018,6/20/2021,,1108.1,17.15,Vinaconex,Hoàng Thị E,Planning,6,0,7.84,4.62,1.86,High,TRUE,BIM Group
PRJ-0416,Dự án Dân dụng 416,Miền Nam,Dân dụng,12/11/2022,3/25/2025,,435.36,182.52,Conteccons,Vũ Văn F,Suspended,19,1,77.58,49.64,23.89,Low,FALSE,Masterise
PRJ-0417,Dự án Thương mại 417,Miền Trung,Thương mại,1/28/2024,4/1/2025,,592.88,7.6,Coteccons,Vũ Văn F,Planning,6,0,3.32,1.63,1.04,High,FALSE,SunGroup
PRJ-0418,Dự án Thương mại 418,Miền Nam,Thương mại,3/16/2023,2/20/2025,,265.61,91.22,Coteccons,Vũ Văn F,Suspended,8,1,37.02,19.29,12.63,High,FALSE,Nhà nước
PRJ-0419,Dự án Hạ tầng 419,Miền Bắc,Hạ tầng,5/10/2018,11/17/2018,,1020.67,497.41,Coteccons,Hoàng Thị E,Suspended,19,5,211.26,118.03,62.56,High,TRUE,VinGroup
PRJ-0420,Dự án Thương mại 420,Miền Trung,Thương mại,6/28/2024,3/24/2027,3/26/2027,695.33,695.33,Coteccons,Trần Thị B,Completed,155,5,285.06,162.64,78.77,Medium,TRUE,SunGroup
PRJ-0421,Dự án Dân dụng 421,Miền Nam,Dân dụng,5/30/2023,11/1/2024,,908.31,254.53,Hòa Bình,Vũ Văn F,In Progress,1364,4,120.61,68.17,38,Low,FALSE,VinGroup
PRJ-0422,Dự án Dân dụng 422,Miền Nam,Dân dụng,9/3/2024,1/25/2027,,173.06,7.69,Fecon,Trần Thị B,Planning,15,0,3.65,1.89,0.97,Medium,FALSE,SunGroup
PRJ-0423,Dự án Hạ tầng 423,Miền Bắc,Hạ tầng,2/8/2018,10/9/2018,12/8/2018,627.56,627.56,Vinaconex,Phạm Văn D,Completed,1636,2,306.14,128.57,64.89,High,TRUE,VinGroup
PRJ-0424,Dự án Công nghiệp 424,Miền Bắc,Công nghiệp,4/7/2024,3/5/2025,,169.27,3.7,Vinaconex,Trần Thị B,Planning,19,0,1.82,0.89,0.49,High,TRUE,Novaland
PRJ-0425,Dự án Hạ tầng 425,Miền Nam,Hạ tầng,12/1/2024,2/8/2026,,1005.7,820.63,Conteccons,Lê Văn C,In Progress,1107,4,389.45,202.53,94.94,High,TRUE,Masterise
PRJ-0426,Dự án Hạ tầng 426,Miền Nam,Hạ tầng,4/14/2018,11/3/2019,,558.45,267.48,Hòa Bình,Lê Văn C,In Progress,284,1,111.18,77.07,36.91,High,TRUE,SunGroup
PRJ-0427,Dự án Công nghiệp 427,Miền Trung,Công nghiệp,10/27/2023,7/27/2025,8/15/2025,264.94,264.94,Delta,Nguyễn Văn A,Completed,1604,1,128.47,65.29,33.89,Low,TRUE,Novaland
PRJ-0428,Dự án Hạ tầng 428,Miền Trung,Hạ tầng,4/30/2019,1/27/2020,,1390.54,19.81,Fecon,Lê Văn C,Planning,18,0,9,4.52,2.53,High,FALSE,BIM Group
PRJ-0429,Dự án Hạ tầng 429,Miền Bắc,Hạ tầng,9/1/2019,7/6/2021,9/24/2021,989.68,989.68,Hòa Bình,Phạm Văn D,Completed,1647,0,448.9,285.05,133.3,Low,TRUE,Masterise
PRJ-0430,Dự án Thương mại 430,Miền Nam,Thương mại,1/20/2019,8/14/2021,,407.88,20.17,Fecon,Phạm Văn D,Planning,10,0,8.83,4.79,2.03,Low,TRUE,Novaland
PRJ-0431,Dự án Thương mại 431,Miền Bắc,Thương mại,2/11/2023,10/1/2024,11/21/2024,1153.8,1153.8,Delta,Lê Văn C,Completed,1526,2,540.96,326.83,143.76,Low,TRUE,Novaland
PRJ-0432,Dự án Hạ tầng 432,Miền Bắc,Hạ tầng,8/12/2020,8/10/2021,,878.32,652.26,Fecon,Phạm Văn D,In Progress,298,1,293.98,141.26,92.33,High,FALSE,Nhà nước
PRJ-0433,Dự án Công nghiệp 433,Miền Nam,Công nghiệp,11/15/2021,3/28/2023,,884.51,166,Ricons,Trần Thị B,Suspended,3,0,69.18,40.1,19.54,High,TRUE,Nhà nước
PRJ-0434,Dự án Thương mại 434,Miền Trung,Thương mại,1/19/2023,10/13/2025,10/8/2025,1257.89,1257.89,Fecon,Trần Thị B,Completed,404,4,550.54,297.69,150.89,High,FALSE,VinGroup
PRJ-0435,Dự án Thương mại 435,Miền Trung,Thương mại,10/23/2018,5/6/2021,7/21/2021,952.44,952.44,Delta,Nguyễn Văn A,Completed,149,0,474.31,207.57,109.57,Low,FALSE,Masterise
PRJ-0436,Dự án Hạ tầng 436,Miền Trung,Hạ tầng,2/11/2020,3/29/2021,,1237.04,61.21,Hòa Bình,Trần Thị B,Planning,0,0,30.07,18.09,7.99,Low,TRUE,Nhà nước
PRJ-0437,Dự án Hạ tầng 437,Miền Trung,Hạ tầng,1/7/2018,11/11/2019,,1068.01,43.46,Vinaconex,Vũ Văn F,Planning,14,0,20.27,8.84,6.22,Low,TRUE,Masterise
PRJ-0438,Dự án Dân dụng 438,Miền Nam,Dân dụng,2/4/2022,4/22/2023,,1355.96,540.84,Hòa Bình,Lê Văn C,Suspended,16,2,218.76,151.58,69.63,Low,FALSE,BIM Group
PRJ-0439,Dự án Dân dụng 439,Miền Nam,Dân dụng,3/25/2018,9/28/2018,,457.9,15.11,Delta,Trần Thị B,Planning,0,0,7.02,3.27,2.1,Low,FALSE,BIM Group
PRJ-0440,Dự án Công nghiệp 440,Miền Trung,Công nghiệp,10/25/2019,10/6/2021,,599.05,304.44,Fecon,Vũ Văn F,Suspended,10,2,132.17,91.05,40.92,High,TRUE,Đất Xanh
PRJ-0441,Dự án Công nghiệp 441,Miền Nam,Công nghiệp,1/12/2021,1/29/2022,3/5/2022,1253.03,1253.03,Fecon,Phạm Văn D,Completed,1434,4,542.77,298.14,168.02,Low,FALSE,BIM Group
PRJ-0442,Dự án Thương mại 442,Miền Trung,Thương mại,3/1/2021,11/28/2022,11/11/2022,67.47,67.47,Ricons,Vũ Văn F,Completed,202,3,32.28,18.12,8.33,Low,TRUE,Masterise
PRJ-0443,Dự án Thương mại 443,Miền Nam,Thương mại,8/4/2018,3/22/2019,,1494.3,1193.64,Hòa Bình,Trần Thị B,In Progress,1929,0,483.85,352.62,150.17,Low,FALSE,Nhà nước
PRJ-0444,Dự án Công nghiệp 444,Miền Nam,Công nghiệp,7/27/2022,8/16/2023,,1264.66,981.98,Vinaconex,Lê Văn C,In Progress,1730,3,436.04,206.54,120.83,High,TRUE,BIM Group
PRJ-0445,Dự án Công nghiệp 445,Miền Nam,Công nghiệp,6/12/2018,2/3/2020,,828.67,602.29,Coteccons,Vũ Văn F,In Progress,1217,5,264.27,135.11,63.18,High,FALSE,VinGroup
PRJ-0446,Dự án Thương mại 446,Miền Bắc,Thương mại,11/27/2020,11/14/2021,,1130.15,46.33,Ricons,Trần Thị B,Planning,4,0,19.28,12.97,6.76,Low,TRUE,SunGroup
PRJ-0447,Dự án Công nghiệp 447,Miền Trung,Công nghiệp,1/31/2019,10/16/2019,,457.92,54.6,Fecon,Nguyễn Văn A,Suspended,5,1,26.56,14.81,8.17,Medium,TRUE,Đất Xanh
PRJ-0448,Dự án Dân dụng 448,Miền Nam,Dân dụng,1/26/2022,11/12/2023,1/6/2024,177.57,177.57,Ricons,Nguyễn Văn A,Completed,1450,0,88.1,37.26,21.86,High,TRUE,Masterise
PRJ-0449,Dự án Công nghiệp 449,Miền Trung,Công nghiệp,7/5/2019,3/8/2022,4/13/2022,844.96,844.96,Conteccons,Trần Thị B,Completed,1234,3,350.41,169.02,94.21,High,FALSE,SunGroup
PRJ-0450,Dự án Thương mại 450,Miền Trung,Thương mại,2/18/2022,5/30/2023,,192.49,7.97,Delta,Lê Văn C,Planning,17,0,3.65,2.33,1.03,High,FALSE,Nhà nước
PRJ-0451,Dự án Thương mại 451,Miền Bắc,Thương mại,9/13/2022,11/21/2024,,1348.37,869.94,Delta,Vũ Văn F,Suspended,17,2,351.19,215.44,93.73,High,TRUE,BIM Group
PRJ-0452,Dự án Thương mại 452,Miền Bắc,Thương mại,5/2/2020,7/20/2021,,1051,748.56,Conteccons,Vũ Văn F,Suspended,19,1,345.1,224.48,105.68,Medium,FALSE,Nhà nước
PRJ-0453,Dự án Công nghiệp 453,Miền Nam,Công nghiệp,3/16/2018,5/29/2020,,112.09,3.42,Coteccons,Trần Thị B,Planning,16,0,1.51,0.84,0.45,Low,FALSE,BIM Group
PRJ-0454,Dự án Công nghiệp 454,Miền Bắc,Công nghiệp,5/12/2018,11/10/2020,,1458.59,192.58,Vinaconex,Hoàng Thị E,Suspended,0,3,84.11,56.52,26.84,Medium,TRUE,Novaland
PRJ-0455,Dự án Công nghiệp 455,Miền Nam,Công nghiệp,7/24/2019,5/13/2021,7/12/2021,1457.35,1457.35,Vinaconex,Lê Văn C,Completed,1224,4,591.45,329.42,165.79,High,FALSE,Nhà nước
PRJ-0456,Dự án Dân dụng 456,Miền Trung,Dân dụng,3/13/2024,9/17/2026,,355.74,38.16,Hòa Bình,Vũ Văn F,In Progress,617,1,19,10.57,4.53,Low,FALSE,Đất Xanh
PRJ-0457,Dự án Dân dụng 457,Miền Trung,Dân dụng,6/19/2022,4/19/2024,,238.65,10.8,Ricons,Lê Văn C,Planning,18,0,4.96,2.77,1.14,Low,FALSE,Masterise
PRJ-0458,Dự án Thương mại 458,Miền Nam,Thương mại,12/24/2024,7/24/2027,9/22/2027,283.47,283.47,Conteccons,Phạm Văn D,Completed,211,4,121.86,82.53,37.69,Low,FALSE,SunGroup
PRJ-0459,Dự án Công nghiệp 459,Miền Trung,Công nghiệp,6/17/2022,9/8/2023,9/10/2023,1358.64,1358.64,Hòa Bình,Lê Văn C,Completed,1478,2,546.86,358.11,187.88,High,TRUE,BIM Group
PRJ-0460,Dự án Dân dụng 460,Miền Bắc,Dân dụng,11/9/2023,12/24/2024,,815.3,518.33,Delta,Trần Thị B,In Progress,1580,3,227.28,136.61,61.57,High,FALSE,Phát Đạt
PRJ-0461,Dự án Hạ tầng 461,Miền Nam,Hạ tầng,3/23/2021,2/21/2023,,1316.51,1012.09,Hòa Bình,Lê Văn C,In Progress,740,1,440.6,294.7,110.9,High,FALSE,SunGroup
PRJ-0462,Dự án Hạ tầng 462,Miền Nam,Hạ tầng,11/18/2024,7/29/2027,,1354.3,54.05,Conteccons,Trần Thị B,Planning,13,0,26.15,11.42,6.71,Low,FALSE,SunGroup
PRJ-0463,Dự án Hạ tầng 463,Miền Bắc,Hạ tầng,4/20/2022,3/4/2023,5/7/2023,290.18,290.18,Coteccons,Trần Thị B,Completed,1390,3,141.35,62.67,32.95,High,FALSE,Novaland
PRJ-0464,Dự án Dân dụng 464,Miền Nam,Dân dụng,3/1/2021,8/4/2022,,914.48,789.54,Conteccons,Vũ Văn F,In Progress,585,0,335.24,223.44,90.23,Low,TRUE,VinGroup
PRJ-0465,Dự án Hạ tầng 465,Miền Trung,Hạ tầng,8/31/2018,3/7/2021,,424.07,19.26,Conteccons,Vũ Văn F,Planning,4,0,8.48,5.24,2.08,Low,FALSE,Phát Đạt
PRJ-0466,Dự án Thương mại 466,Miền Trung,Thương mại,8/11/2020,6/10/2021,5/20/2021,1118.97,1118.97,Coteccons,Vũ Văn F,Completed,1507,0,515.93,307.04,147.18,Low,FALSE,Phát Đạt
PRJ-0467,Dự án Thương mại 467,Miền Trung,Thương mại,9/25/2018,12/4/2020,,80.21,36.34,Coteccons,Lê Văn C,In Progress,1060,2,16.01,7.33,5.33,High,FALSE,VinGroup
PRJ-0468,Dự án Dân dụng 468,Miền Trung,Dân dụng,3/6/2018,2/6/2019,,475.22,289.72,Conteccons,Hoàng Thị E,Suspended,6,3,142.13,76.82,33.72,High,TRUE,Novaland
PRJ-0469,Dự án Thương mại 469,Miền Nam,Thương mại,7/3/2024,2/22/2027,,1280.04,186.67,Hòa Bình,Nguyễn Văn A,Suspended,8,5,89.84,53.51,22.26,Low,FALSE,VinGroup
PRJ-0470,Dự án Thương mại 470,Miền Nam,Thương mại,7/13/2018,9/6/2019,,1217.11,60.78,Coteccons,Nguyễn Văn A,Planning,8,0,26.63,14.8,6.44,Low,TRUE,Novaland
PRJ-0471,Dự án Công nghiệp 471,Miền Bắc,Công nghiệp,12/31/2021,3/20/2023,5/24/2023,1250.17,1250.17,Fecon,Vũ Văn F,Completed,1022,2,518.31,362.72,180.91,Medium,FALSE,Nhà nước
PRJ-0472,Dự án Thương mại 472,Miền Trung,Thương mại,3/7/2018,6/1/2019,6/15/2019,1072.3,1072.3,Vinaconex,Phạm Văn D,Completed,1114,0,467.29,278.02,114.22,High,FALSE,VinGroup
PRJ-0473,Dự án Công nghiệp 473,Miền Trung,Công nghiệp,9/15/2020,12/21/2021,1/9/2022,1206.89,1206.89,Ricons,Lê Văn C,Completed,750,2,535.37,280.98,172.56,Medium,FALSE,Nhà nước
PRJ-0474,Dự án Hạ tầng 474,Miền Bắc,Hạ tầng,12/19/2019,12/23/2020,1/4/2021,282.82,282.82,Ricons,Hoàng Thị E,Completed,117,4,114.74,59.53,33.24,Medium,TRUE,Phát Đạt
PRJ-0475,Dự án Thương mại 475,Miền Bắc,Thương mại,8/28/2023,10/7/2024,,515.55,5.88,Conteccons,Lê Văn C,Planning,3,0,2.71,1.58,0.6,High,FALSE,BIM Group
PRJ-0476,Dự án Thương mại 476,Miền Bắc,Thương mại,6/7/2019,8/26/2020,,456.22,11.87,Vinaconex,Trần Thị B,Planning,13,0,5.74,2.82,1.32,Medium,TRUE,BIM Group
PRJ-0477,Dự án Thương mại 477,Miền Nam,Thương mại,5/30/2021,5/25/2023,,1172.45,515.24,Ricons,Vũ Văn F,In Progress,1353,3,241.43,137.32,53.11,High,TRUE,BIM Group
PRJ-0478,Dự án Hạ tầng 478,Miền Bắc,Hạ tầng,9/12/2024,7/12/2025,9/24/2025,1089.08,1089.08,Vinaconex,Phạm Văn D,Completed,1612,4,493.61,300.86,127.92,Medium,FALSE,SunGroup
PRJ-0479,Dự án Hạ tầng 479,Miền Bắc,Hạ tầng,10/1/2020,10/28/2021,,1446.9,688.21,Fecon,Vũ Văn F,Suspended,19,0,276.77,179.89,74.41,Medium,TRUE,Nhà nước
PRJ-0480,Dự án Dân dụng 480,Miền Trung,Dân dụng,9/25/2023,9/18/2024,,1087.24,12.5,Conteccons,Trần Thị B,Planning,20,0,5.72,3.26,1.67,Medium,FALSE,SunGroup
PRJ-0481,Dự án Công nghiệp 481,Miền Trung,Công nghiệp,9/23/2020,10/26/2022,,900.33,580.3,Conteccons,Nguyễn Văn A,Suspended,3,2,234.14,172.99,64.08,High,FALSE,Đất Xanh
PRJ-0482,Dự án Công nghiệp 482,Miền Trung,Công nghiệp,5/10/2021,5/20/2022,,699.26,8.63,Conteccons,Phạm Văn D,Planning,13,0,4.19,1.73,1.28,Medium,FALSE,BIM Group
PRJ-0483,Dự án Dân dụng 483,Miền Nam,Dân dụng,1/21/2022,8/23/2022,,626.4,504.94,Conteccons,Hoàng Thị E,Suspended,1,2,209.9,115.92,70.56,Low,FALSE,BIM Group
PRJ-0484,Dự án Hạ tầng 484,Miền Bắc,Hạ tầng,3/19/2020,8/11/2021,7/18/2021,120.97,120.97,Coteccons,Vũ Văn F,Completed,1406,1,53.19,33.85,13.52,Low,TRUE,BIM Group
PRJ-0485,Dự án Dân dụng 485,Miền Trung,Dân dụng,11/3/2019,7/23/2022,,1091.14,306.89,Coteccons,Trần Thị B,In Progress,1240,0,131.48,76.86,36.4,High,FALSE,SunGroup
PRJ-0486,Dự án Dân dụng 486,Miền Trung,Dân dụng,5/22/2019,10/21/2020,9/30/2020,130.88,130.88,Vinaconex,Hoàng Thị E,Completed,397,3,58,27.62,15.43,Medium,TRUE,BIM Group
PRJ-0487,Dự án Thương mại 487,Miền Trung,Thương mại,10/15/2024,7/11/2025,,1090.06,619.04,Hòa Bình,Trần Thị B,Suspended,5,5,275.54,182.04,80.04,Medium,TRUE,SunGroup
PRJ-0488,Dự án Dân dụng 488,Miền Trung,Dân dụng,2/20/2022,5/29/2023,6/27/2023,1469.06,1469.06,Delta,Vũ Văn F,Completed,1051,3,707.13,380.16,210.35,High,FALSE,Nhà nước
PRJ-0489,Dự án Hạ tầng 489,Miền Nam,Hạ tầng,3/13/2021,11/1/2022,,882.52,744.44,Coteccons,Vũ Văn F,In Progress,643,0,336.43,159,101.27,Medium,FALSE,BIM Group
PRJ-0490,Dự án Thương mại 490,Miền Bắc,Thương mại,5/3/2024,4/10/2025,7/4/2025,621.76,621.76,Vinaconex,Trần Thị B,Completed,1715,2,280.24,132.82,73.51,High,TRUE,Đất Xanh
PRJ-0491,Dự án Công nghiệp 491,Miền Trung,Công nghiệp,8/18/2021,3/6/2023,,1015.03,351.58,Fecon,Trần Thị B,Suspended,7,3,146.93,78.02,41.03,Medium,FALSE,VinGroup
PRJ-0492,Dự án Dân dụng 492,Miền Bắc,Dân dụng,11/8/2020,7/26/2023,,1485.65,683.86,Conteccons,Nguyễn Văn A,Suspended,14,4,287.13,164.1,72.49,Medium,TRUE,Nhà nước
PRJ-0493,Dự án Dân dụng 493,Miền Trung,Dân dụng,1/24/2018,4/8/2019,4/3/2019,561.78,561.78,Fecon,Vũ Văn F,Completed,1945,5,243.74,119.36,66.98,High,TRUE,SunGroup
PRJ-0494,Dự án Công nghiệp 494,Miền Trung,Công nghiệp,7/13/2019,9/15/2021,,1113.19,729,Vinaconex,Lê Văn C,Suspended,5,5,325.55,197.49,78.73,High,FALSE,Phát Đạt
PRJ-0495,Dự án Dân dụng 495,Miền Bắc,Dân dụng,12/11/2019,3/30/2022,,1377.24,46.61,Fecon,Vũ Văn F,Planning,10,0,19.29,12.55,6.09,High,TRUE,Novaland
PRJ-0496,Dự án Dân dụng 496,Miền Nam,Dân dụng,9/2/2024,3/27/2026,,1352.02,901.24,Fecon,Hoàng Thị E,In Progress,298,5,428.92,213.61,102.58,Medium,TRUE,VinGroup
